9491,1502179483622853120,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.07771073281764984,0.014374490827322,-0.03562267869710922,1.218469679146835e-07,0,0,0,1.218469679146835e-07,0,0,0,1.218469679146835e-07,-1.147634029388428,-0.1761677563190449,9.477367401123047,8.999999999999999e-08,0,0,0,8.999999999999999e-08,0,0,0,8.999999999999999e-08
9492,1502179483646843136,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.07889360189437866,0.01868334226310253,-0.01603105291724205,1.218469679146835e-07,0,0,0,1.218469679146835e-07,0,0,0,1.218469679146835e-07,-1.04890763759613,-0.1185540556907642,9.468850135803223,8.999999999999999e-08,0,0,0,8.999999999999999e-08,0,0,0,8.999999999999999e-08
9496,1502179483737320704,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.03039841540157795,0.0108788562938571,0.009948576800525187,1.218469679146835e-07,0,0,0,1.218469679146835e-07,0,0,0,1.218469679146835e-07,-1.391691565513611,-0.07683916389942048,9.845967292785645,8.999999999999999e-08,0,0,0,8.999999999999999e-08,0,0,0,8.999999999999999e-08
9497,1502179483761319680,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.009922635741531849,-0.02473792620003223,0.02468780800700188,1.218469679146835e-07,0,0,0,1.218469679146835e-07,0,0,0,1.218469679146835e-07,-1.456273198127747,-0.1168107986450183,9.714425086975098,8.999999999999999e-08,0,0,0,8.999999999999999e-08,0,0,0,8.999999999999999e-08
9498,1502179483781321728,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.02626409381628036,-0.04852653294801711,0.04640087857842446,1.218469679146835e-07,0,0,0,1.218469679146835e-07,0,0,0,1.218469679146835e-07,-1.396872520446777,-0.0485348887741554,9.494234085083008,8.999999999999999e-08,0,0,0,8.999999999999999e-08,0,0,0,8.999999999999999e-08
9499,1502179483803838464,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.02164964564144611,-0.06425704061985016,0.0509990006685257,1.218469679146835e-07,0,0,0,1.218469679146835e-07,0,0,0,1.218469679146835e-07,-1.306377768516541,0.0189977549016487,9.266583442687988,8.999999999999999e-08,0,0,0,8.999999999999999e-08,0,0,0,8.999999999999999e-08
9500,1502179483827838464,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.01237114798277617,-0.07195108383893967,0.04266969114542008,1.218469679146835e-07,0,0,0,1.218469679146835e-07,0,0,0,1.218469679146835e-07,-0.9521706104278564,-0.05212031677365191,9.116212844848633,8.999999999999999e-08,0,0,0,8.999999999999999e-08,0,0,0,8.999999999999999e-08
9501,1502179483847838464,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.07742492854595184,-0.08357222378253937,0.03775248304009438,1.218469679146835e-07,0,0,0,1.218469679146835e-07,0,0,0,1.218469679146835e-07,-0.7678627967834473,-0.1778971254825581,9.06554126739502,8.999999999999999e-08,0,0,0,8.999999999999999e-08,0,0,0,8.999999999999999e-08
9502,1502179483871838464,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.1733590513467789,-0.07841940969228743,0.06709092855453493,1.218469679146835e-07,0,0,0,1.218469679146835e-07,0,0,0,1.218469679146835e-07,-0.7395294308662415,-0.1780636310577381,8.967568397521973,8.999999999999999e-08,0,0,0,8.999999999999999e-08,0,0,0,8.999999999999999e-08
9503,1502179483891850496,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.2068478316068649,-0.0717727169394493,0.08772557228803636,1.218469679146835e-07,0,0,0,1.218469679146835e-07,0,0,0,1.218469679146835e-07,-0.7552019953727722,-0.09829949587583434,8.797019958496094,8.999999999999999e-08,0,0,0,8.999999999999999e-08,0,0,0,8.999999999999999e-08
9504,1502179483916031232,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.192866250872612,-0.0474860556423664,0.09520088136196136,1.218469679146835e-07,0,0,0,1.218469679146835e-07,0,0,0,1.218469679146835e-07,-0.6792349219322205,-0.03114100545644652,8.879554748535156,8.999999999999999e-08,0,0,0,8.999999999999999e-08,0,0,0,8.999999999999999e-08
9505,1502179483936783104,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.1185248345136642,-0.02199337072670459,0.08072517812252045,1.218469679146835e-07,0,0,0,1.218469679146835e-07,0,0,0,1.218469679146835e-07,-0.7933051586151123,0.04008406773209683,9.08714485168457,8.999999999999999e-08,0,0,0,8.999999999999999e-08,0,0,0,8.999999999999999e-08
9506,1502179483956803328,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.03128739073872566,-0.01369798369705676,0.06157119199633598,1.218469679146835e-07,0,0,0,1.218469679146835e-07,0,0,0,1.218469679146835e-07,-0.9396736621856689,0.1200627237558376,9.197649002075195,8.999999999999999e-08,0,0,0,8.999999999999999e-08,0,0,0,8.999999999999999e-08
