IMUDataRawSeq,IMUDataRawTime,IMUDataRawOrienQx,IMUDataRawOrienQy,IMUDataRawOrienQz,IMUDataRawOrienQw,IMUDataRawOrienCovElems0,IMUDataRawOrienCovElems1,IMUDataRawOrienCovElems2,IMUDataRawOrienCovElems3,IMUDataRawOrienCovElems4,IMUDataRawOrienCovElems5,IMUDataRawOrienCovElems6,IMUDataRawOrienCovElems7,IMUDataRawOrienCovElems8,IMUDataRawAngVelX,IMUDataRawAngVelY,IMUDataRawAngVelZ,IMUDataRawAngVelCovElems0,IMUDataRawAngVelCovElems1,IMUDataRawAngVelCovElems2,IMUDataRawAngVelCovElems3,IMUDataRawAngVelCovElems4,IMUDataRawAngVelCovElems5,IMUDataRawAngVelCovElems6,IMUDataRawAngVelCovElems7,IMUDataRawAngVelCovElems8,IMUDataRawLinearAccX,IMUDataRawLinearAccY,IMUDataRawLinearAccZ,IMUDataRawLinearAccCovElems0,IMUDataRawLinearAccCovElems1,IMUDataRawLinearAccCovElems2,IMUDataRawLinearAccCovElems3,IMUDataRawLinearAccCovElems4,IMUDataRawLinearAccCovElems5,IMUDataRawLinearAccCovElems6,IMUDataRawLinearAccCovElems7,IMUDataRawLinearAccCovElems8
2648,384429332359662,-0.0319807231426239,-0.001244934275746346,0.8044836521148682,0.5931119322776794,0,0,0,0,0,0,0,0,0,-0.01999999955296516,0.05000000074505806,-0.07999999821186066,0,0,0,0,0,0,0,0,0,-0.02999999932944775,-0.03999999910593033,1.159999966621399,0,0,0,0,0,0,0,0,0
2649,384429357146479,-0.0319865494966507,-0.001085015013813972,0.8015080094337463,0.5971269011497498,0,0,0,0,0,0,0,0,0,0.1099999994039536,0,-0.2199999988079071,0,0,0,0,0,0,0,0,0,-0.05000000074505806,-0.01999999955296516,1.080000042915344,0,0,0,0,0,0,0,0,0
2650,384429381272227,-0.0319865494966507,-0.001085015013813972,0.8015080094337463,0.5971269011497498,0,0,0,0,0,0,0,0,0,0.1099999994039536,0.009999999776482582,-0.2099999934434891,0,0,0,0,0,0,0,0,0,-0.1000000014901161,-0.05999999865889549,1.090000033378601,0,0,0,0,0,0,0,0,0
2651,384429404696868,-0.03599068522453308,0.001904627308249474,0.8014577031135559,0.5969645977020264,0,0,0,0,0,0,0,0,0,-0.05000000074505806,0.1000000014901161,-0.05000000074505806,0,0,0,0,0,0,0,0,0,-0.05999999865889549,-0.02999999932944775,1.100000023841858,0,0,0,0,0,0,0,0,0
2652,384429429147289,-0.03599068522453308,0.001904627308249474,0.8014577031135559,0.5969645977020264,0,0,0,0,0,0,0,0,0,-0.009999999776482582,-0.1099999994039536,-0.05999999865889549,0,0,0,0,0,0,0,0,0,-0.05999999865889549,-0.01999999955296516,1.120000004768372,0,0,0,0,0,0,0,0,0
2653,384429452920948,-0.0319865494966507,-0.001085015013813972,0.8015080094337463,0.5971269011497498,0,0,0,0,0,0,0,0,0,0.09000000357627869,-0.1899999976158142,-0.09000000357627869,0,0,0,0,0,0,0,0,0,-0.05000000074505806,-0.01999999955296516,1.100000023841858,0,0,0,0,0,0,0,0,0
2654,384429477045101,-0.02898555435240269,0.003067487850785255,0.7985070943832397,0.6012794375419617,0,0,0,0,0,0,0,0,0,0.03999999910593033,0.07999999821186066,-0.1500000059604645,0,0,0,0,0,0,0,0,0,-0.07000000029802322,-0.01999999955296516,1.129999995231628,0,0,0,0,0,0,0,0,0
2655,384429501170022,-0.0329754538834095,0.006076826713979244,0.7984424233436584,0.6011368632316589,0,0,0,0,0,0,0,0,0,0.01999999955296516,0.1000000014901161,-0.119999997317791,0,0,0,0,0,0,0,0,0,-0.07999999821186066,-0.03999999910593033,1.059999942779541,0,0,0,0,0,0,0,0,0
2656,384429525272608,-0.02898555435240269,0.003067487850785255,0.7985070943832397,0.6012794375419617,0,0,0,0,0,0,0,0,0,-0.009999999776482582,-0.239999994635582,-0.07000000029802322,0,0,0,0,0,0,0,0,0,-0.07999999821186066,-0.01999999955296516,1.120000004768372,0,0,0,0,0,0,0,0,0
2657,384429549396721,-0.02898555435240269,0.003067487850785255,0.7985070943832397,0.6012794375419617,0,0,0,0,0,0,0,0,0,0.05000000074505806,-0.1099999994039536,-0.03999999910593033,0,0,0,0,0,0,0,0,0,-0.07999999821186066,-0.05000000074505806,1.110000014305115,0,0,0,0,0,0,0,0,0
2658,384429572842887,-0.02898555435240269,0.003067487850785255,0.7985070943832397,0.6012794375419617,0,0,0,0,0,0,0,0,0,-0.03999999910593033,-0.009999999776482582,0,0,0,0,0,0,0,0,0,0,-0.02999999932944775,-0.01999999955296516,1.090000033378601,0,0,0,0,0,0,0,0,0
2659,384429596944804,-0.02898555435240269,0.003067487850785255,0.7985070943832397,0.6012794375419617,0,0,0,0,0,0,0,0,0,-0.03999999910593033,-0.03999999910593033,-0.1000000014901161,0,0,0,0,0,0,0,0,0,-0.05999999865889549,-0,1.159999966621399,0,0,0,0,0,0,0,0,0
2660,384429621069819,-0.02898555435240269,0.003067487850785255,0.7985070943832397,0.6012794375419617,0,0,0,0,0,0,0,0,0,0.05999999865889549,-0.03999999910593033,-0.1000000014901161,0,0,0,0,0,0,0,0,0,-0.1000000014901161,-0.02999999932944775,1.120000004768372,0,0,0,0,0,0,0,0,0
2661,384429645190907,-0.02499492652714252,5.806796252727509e-05,0.7985517978668213,0.601406991481781,0,0,0,0,0,0,0,0,0,0.009999999776482582,-0.1800000071525574,0.07000000029802322,0,0,0,0,0,0,0,0,0,-0.05000000074505806,-0.03999999910593033,1.070000052452087,0,0,0,0,0,0,0,0,0
2662,384429668966128,-0.02499492652714252,5.806796252727509e-05,0.7985517978668213,0.601406991481781,0,0,0,0,0,0,0,0,0,-0.05000000074505806,-0.1299999952316284,0.01999999955296516,0,0,0,0,0,0,0,0,0,-0.009999999776482582,-0,1.139999985694885,0,0,0,0,0,0,0,0,0
2663,384429693065062,-0.02499492652714252,5.806796252727509e-05,0.7985517978668213,0.601406991481781,0,0,0,0,0,0,0,0,0,0.05000000074505806,0.1599999964237213,-0.1099999994039536,0,0,0,0,0,0,0,0,0,-0.09000000357627869,-0.03999999910593033,1.169999957084656,0,0,0,0,0,0,0,0,0
2664,384429717188495,-0.02898555435240269,0.003067487850785255,0.7985070943832397,0.6012794375419617,0,0,0,0,0,0,0,0,0,0.119999997317791,0.1500000059604645,0.05999999865889549,0,0,0,0,0,0,0,0,0,-0.07999999821186066,-0.07000000029802322,1.019999980926514,0,0,0,0,0,0,0,0,0
2665,384429741315987,-0.02499492652714252,5.806796252727509e-05,0.7985517978668213,0.601406991481781,0,0,0,0,0,0,0,0,0,-0.03999999910593033,-0.2000000029802322,0.1000000014901161,0,0,0,0,0,0,0,0,0,-0.01999999955296516,-0.03999999910593033,1.090000033378601,0,0,0,0,0,0,0,0,0
