2588	384427892825717	-4.508860e-02	1.465349e-02	8.040949e-01	5.926077e-01	0	0	0	0	0	0	0	0	0	5.000000e-02	9.000000e-02	-1.000000e-02	0	0	0	0	0	0	0	0	0	-7.000000e-02	-5.000000e-02	1.150000e+00	0	0	0	0	0	0	0	0	0	
2589	384427916884651	-4.508860e-02	1.465349e-02	8.040949e-01	5.926077e-01	0	0	0	0	0	0	0	0	0	2.000000e-02	-5.000000e-02	5.000000e-02	0	0	0	0	0	0	0	0	0	-7.000000e-02	-3.000000e-02	1.030000e+00	0	0	0	0	0	0	0	0	0	
2590	384427940726145	-4.805106e-02	1.063285e-02	8.041581e-01	5.923748e-01	0	0	0	0	0	0	0	0	0	-1.100000e-01	3.000000e-02	1.100000e-01	0	0	0	0	0	0	0	0	0	-1.400000e-01	-5.000000e-02	1.130000e+00	0	0	0	0	0	0	0	0	0	
2591	384427964498868	-4.805106e-02	1.063285e-02	8.041581e-01	5.923748e-01	0	0	0	0	0	0	0	0	0	-5.000000e-02	-1.000000e-02	-8.000000e-02	0	0	0	0	0	0	0	0	0	-8.000000e-02	-2.000000e-02	1.110000e+00	0	0	0	0	0	0	0	0	0	
2592	384427988625780	-4.805106e-02	1.063285e-02	8.041581e-01	5.923748e-01	0	0	0	0	0	0	0	0	0	0	5.000000e-02	4.000000e-02	0	0	0	0	0	0	0	0	0	-6.000000e-02	-3.000000e-02	1.100000e+00	0	0	0	0	0	0	0	0	0	
2593	384428013076872	-4.403502e-02	7.663615e-03	8.042696e-01	5.925813e-01	0	0	0	0	0	0	0	0	0	-3.000000e-02	-5.000000e-02	6.000000e-02	0	0	0	0	0	0	0	0	0	-7.000000e-02	-4.000000e-02	1.130000e+00	0	0	0	0	0	0	0	0	0	
2594	384428036849079	-4.805106e-02	1.063285e-02	8.041581e-01	5.923748e-01	0	0	0	0	0	0	0	0	0	3.000000e-02	-6.000000e-02	2.000000e-02	0	0	0	0	0	0	0	0	0	-7.000000e-02	-4.000000e-02	1.070000e+00	0	0	0	0	0	0	0	0	0	
2595	384428060974248	-4.805106e-02	1.063285e-02	8.041581e-01	5.923748e-01	0	0	0	0	0	0	0	0	0	-5.000000e-02	2.000000e-02	1.000000e-02	0	0	0	0	0	0	0	0	0	-9.000000e-02	-3.000000e-02	1.060000e+00	0	0	0	0	0	0	0	0	0	
2596	384428085099496	-4.805106e-02	1.063285e-02	8.041581e-01	5.923748e-01	0	0	0	0	0	0	0	0	0	-1.700000e-01	0	-2.000000e-02	0	0	0	0	0	0	0	0	0	-1.000000e-01	-2.000000e-02	1.160000e+00	0	0	0	0	0	0	0	0	0	
2597	384428108812217	-4.403502e-02	7.663615e-03	8.042696e-01	5.925813e-01	0	0	0	0	0	0	0	0	0	-6.000000e-02	3.000000e-02	-3.000000e-02	0	0	0	0	0	0	0	0	0	-7.000000e-02	-4.000000e-02	1.160000e+00	0	0	0	0	0	0	0	0	0	
2598	384428132982439	-4.403502e-02	7.663615e-03	8.042696e-01	5.925813e-01	0	0	0	0	0	0	0	0	0	3.000000e-02	1.000000e-02	3.000000e-02	0	0	0	0	0	0	0	0	0	-5.000000e-02	-5.000000e-02	1.160000e+00	0	0	0	0	0	0	0	0	0	
2599	384428157095681	-4.403502e-02	7.663615e-03	8.042696e-01	5.925813e-01	0	0	0	0	0	0	0	0	0	7.000000e-02	-4.000000e-02	9.000000e-02	0	0	0	0	0	0	0	0	0	-6.000000e-02	-5.000000e-02	1.110000e+00	0	0	0	0	0	0	0	0	0	
